WORD;UNIT;CAT;DIF;TRANS1;TRANS2;TRANS3
delay;2;n;2;opóŸnienie;;
description;2;n;2;opis;;
desert;2;n;2;pustynia;;
destination;2;n;3;punkt docelowy podró¿y;;
determined;1;adj;2;zdeterminowany;;
difference;1;n;1;ró¿nica;;
diver;2;n;2;nurek;;
documentary;2;n;2;film dokumentalny;;
dream;1;n;1;marzenie;;
dune;2;n;2;wydma;;
duty;1;n;2;obowi¹zek;;
easy-going;1;adj;3;wyluzowany;swobodny;
edge;2;n;2;krawêdŸ;;
effort;1;n;2;wysi³ek;;
embassy;2;n;2;ambasada;;
employee;1;n;2;pracobiorca;;
engineer;1;n;1;in¿ynier;;
entertainment;1;n;2;rozrywka;;
enthusiastic;1;adj;2;entuzjastyczny;;
environment;2;n;2;œrodowisko;;
equality;1;n;3;równoœæ;;
essay;1;n;1;esej;;
European;2;adj;2;europejski;;
event;2;n;2;wydarzenie;;
even-tempered;1;adj;3;zrównowa¿ony;;
exact;2;adj;2;dok³adny;;
exceptionally;2;adv;2;wyj¹tkowo;;
executive;1;n;3;wysokie stanowisko kierownicze;;
exhaustion;1;n;3;wyczerpanie;;
exotic;2;adj;1;egzotyczny;;
expedition;2;n;1;ekspedycja;;
experience;1;n;2;doœwiadczenie;;
expert;1;n;1;ekspert;;
explorer;2;n;2;badacz;odkrywca;
extensive;2;adj;2;rozleg³y;obszerny;
extract;1;n;3;fragment, urywek;;
extrovert;1;n;2;ekstrawertyk;;
fame;1;n;2;s³awa;;
famous;1;adj;1;s³awny;;
faraway;2;adj;2;daleki, odleg³y;;
fashion;1;n;1;moda;;
fault;1;n;2;wina;;
fierce;2;adj;3;dziki, niebezpieczny;;
film director;1;n;1;re¿yser;;
firstly;1;adv;1;po pierwsze;;
fit;1;adj;2;wysportowany;;
flexible;1;adj;2;elastyczny;;
foreign;2;adj;2;zagraniczny;;
former;1;adj;3;by³y, dawny;;
frequently;1;adv;2;czêsto;;
friendly;1;adj;1;przyjazny;przyjacielski;
friendship;2;n;2;przyjaŸñ;;
gap;1;n;2;luka;;
generous;1;adj;2;szczodry;hojny;
gentle;2;adj;2;delikatny;;
give a talk;1;v;3;wyg³osiæ pogadankê;;
government;2;n;2;rz¹d;;
great;2;adj;1;wielki;;
habitual;1;adj;2;nawykowy;;
handwriting;1;n;2;pismo odrêczne;;
happiness;1;n;1;szczêœcie;;
hard-working;1;adj;1;pracowity;;
harm;1;n;3;krzywda;;
healthily;1;adv;2;zdrowo;;
heat;1;n;2;upa³;;
height;2;n;2;wysokoœæ;;
hiking;1;n;3;piesza wycieczka;;
hill;2;n;1;wzgórze;;
hold-up;2;n;3;zator, korek;;
holidaymaker;2;n;2;urlopowicz;wczasowicz;
holy;2;adj;2;œwiêty;;
home town;2;n;2;miasto rodzinne;;
horoscope;1;n;1;horoskop;;
however;1;adv;3;jednak¿e;;
hut;2;n;3;sza³as;chata;
important;1;adj;2;wa¿ny;;
inconvenience;2;n;3;niedogodnoœæ;niewygoda;
incredible;2;adj;2;niesamowity;niewiarygodny;
indecisive;1;adj;3;niezdecydowany;;
independent;1;adj;2;niezale¿ny;;
inevitable;2;adj;2;nieunikniony;;
influence;1;n;2;wp³yw;;
inoculation;2;n;3;szczepienie;;
insurance premium;1;n;3;sk³adka ubezpieczeniowa;;
interview;1;n;2;wywiad;;
introvert;1;n;2;introwertyk;;
inventor;1;n;2;wynalazca;;
irregular;2;adj;2;nieregularny;;
island;1;n;2;wyspa;;
Italian;1;adj;1;w³oski;;
jealous;1;adj;2;zazdrosny;;
journalist;1;n;2;dziennikarz;;
journey;2;n;2;podró¿;;
judgement;1;n;2;os¹d;;
jumper;1;n;2;sweter;;
kind;1;adj;2;¿yczliwy;;
knowledge;1;n;2;wiedza;;
lawyer;1;n;2;prawnik;;
lecturer;1;n;2;wyk³adowca;;
legendary;2;adj;2;legendarny;;
length;2;n;2;d³ugoœæ;;
level-headed;1;adj;3;opanowany;;
librarian;1;n;2;bibliotekarz;;
likeable;1;adj;2;sympatyczny;;
lion;2;n;1;lew;;
literary;2;adj;2;literacki;;
lively;1;adj;2;¿wawy;;
magic;1;n;2;magia;;
main;2;adj;2;g³ówny;;
major;2;adj;2;g³ówny;;
make-up;1;n;2;makija¿;;
male;1;adj;2;mêski;;
management;1;n;2;zarz¹dzanie;;
manned;2;adj;3;za³ogowy;;
mature;1;adj;3;dojrza³y;;
measurement;1;n;3;pomiar;;
midnight;2;n;1;pó³noc (godzina);;
minor;1;adj;3;drobny, drugorzêdny;;
mirror;1;n;2;lustro;;
misbehaviour;2;n;3;z³e zachowanie;;
mission;2;n;1;misja;;
model;1;n;1;model;;
monorail;1;adj;3;jednoszynowy;;
moody;1;adj;2;humorzasty;kapryœny;
movement;1;n;2;ruch;;
museum;2;n;1;muzeum;;
musician;1;n;2;muzyk;;
nationality;1;n;1;narodowoœæ;;
native;2;adj;3;rodzimy;ojczysty;
navy;2;n;3;marynarka wojenna;;
neutral;1;adj;1;neutralny;;
non-violent;1;adj;3;niestosuj¹cy przemocy;pokojowy;
nowadays;1;adv;3;w dzisiejszych czasach;;
only child;1;n;3;jedynak;;
open-minded;1;adj;2;wolny od uprzedzeñ;o otwartym umyœle;
opportunity;2;n;3;sposobnoœæ;okazja;
over-sensitive;1;adj;3;nadwra¿liwy;;
package tour;2;n;3;wycieczka zorganizowana;;
page;1;n;1;strona;;
past;2;n;1;przesz³oœæ;;
patient;1;adj;1;cierpliwy;;
pedestrian;1;n;3;przechodzieñ;;
performance;1;n;3;wystêp;;
period;2;n;1;okres;;
personality;1;n;2;osobowoœæ;;
phenomenon;2;n;3;zjawisko;;
pilgrimage;2;n;3;pielgrzymka;;
plain;2;n;3;równina;;
pleasure;2;n;2;przyjemnoœæ;;
police officer;1;n;1;policjant;;
polite;1;adj;2;uprzejmy;;
politician;1;n;2;polityk;;
politics;1;n;2;polityka;;
popular;2;adj;1;popularny;;
portrait;1;n;2;portret;;
potato;2;n;1;ziemniak;;
prefix;1;n;3;przedrostek;;
pressure;1;n;2;ciœnienie;;
previous;2;adj;2;poprzedni;;
primary school;2;n;1;szko³a podstawowa;;
prison;1;n;2;wiêzienie;;
prize;2;n;2;nagroda;;
professional;1;adj;1;profesjonalny;;
programmer;1;n;2;programista;;
project;1;n;1;projekt;;
prompt;1;n;3;podpowiedŸ;;
pronunciation;1;n;2;wymowa;;
property;1;n;3;mienie, maj¹tek;;
psychiatrist;1;n;2;psychiatra;;
psychometrics;1;n;3;psychometria;;
publication;2;n;1;publikacja;;
purpose;1;n;2;cel;;
quiet;1;adj;1;cichy;spokojny;
raft;2;n;3;tratwa;;
rage;1;n;3;wœciek³oœæ;;
range;1;n;3;zakres;;
rare;1;adj;2;rzadki;;
reason;1;n;2;powód;;
recruit;2;n;2;rekrut;;
regularly;1;adv;1;regularnie;;
relatively;1;adv;3;stosunkowo;;
relaxation;2;n;2;relaks;odpoczynek;
reliable;1;adj;2;niezawodny;solidny;
religion;2;n;1;religia;;
research;1;n;2;badania naukowe;;
researcher;1;n;2;badacz;;
responsible;1;adj;2;odpowiedzialny;;
risk;1;n;1;ryzyko;;
safe;1;adj;1;bezpieczny;;
salt-flat;2;n;3;s³ona pustynia;;
sand;2;n;2;piasek;;
schedule;1;n;3;terminarz;harmonogram;
scholar;2;n;3;uczony;;
scholarship;2;n;2;stypendium;;
scissors;1;n;2;no¿yczki;;
scuba diving;2;n;3;nurkowanie z akwalungiem;;
seagull;2;n;3;mewa;;
secondly;2;adv;2;po drugie;;
secretary;1;n;1;sekretarz;;
self-confident;1;adj;2;pewny siebie;;
self-sacrifice;1;n;3;poœwiêcanie siê;wyrzeczenie;
semicircle;1;n;3;pó³kole;;
sense of humour;1;n;2;poczucie humoru;;
sensible;1;adj;2;rozs¹dny;;
sensitive;1;adj;2;wra¿liwy;czu³y;
serious;1;adj;2;powa¿ny;;
shark;2;n;1;rekin;;
shy;1;adj;1;nieœmia³y;;
sight;2;n;2;widok;wzrok;
sign;1;n;2;znak;;
situation;1;n;1;sytuacja;;
slope;2;n;3;stok;;
smart;1;adj;2;elegancki;;
sociable;1;adj;2;towarzyski;;
society;2;n;2;towarzystwo;;
songwriter;1;n;2;autor piosenek;;
source;1;n;2;Ÿród³o;;
spacecraft;2;n;3;statek kosmiczny;;
spare time;2;n;1;wolny czas;;
spatial;1;adj;3;przestrzenny;;
spirit;2;n;2;duch;;
staff;1;n;2;personel, kadra;;
star;1;n;1;gwiazda;;
statement;1;n;2;twierdzenie;;
stereotype;1;n;1;stereotyp;;
strong;2;adj;1;silny;;
strong-willed;1;adj;2;z siln¹ wol¹;;
style;1;n;1;styl;;
suggestion;1;n;1;sugestia;propozycja;
suitable;1;adj;2;odpowiedni, nadaj¹cy siê;;
sunset;2;n;2;zachód s³oñca;;
survey;1;n;3;sonda¿;;
suspiciously;2;adv;2;podejrzliwie;;
Swiss;1;adj;2;szwajcarski;;
sympathetic;1;adj;3;wspó³czuj¹cy;;
talkative;1;adj;2;rozmowny;gadatliwy;
tangerine;1;n;3;mandarynka;;
taste;1;n;2;smak;;
tax inspector;1;n;2;inspektor podatkowy;;
temporary;1;adj;3;tymczasowy;;
term;1;n;3;termin;okreœlenie;
test pilot;2;n;3;pilot doœwiadczalny;;
textile plant;2;n;2;zak³ad tekstylny;;
the Bedu;2;n;3;Beduini;;
theft;2;n;2;kradzie¿;;
theory;1;n;1;teoria;;
thoroughly;1;adv;3;gruntownie;;
thoughtful;1;adj;3;rozwa¿ny;zapobiegliwy;
tip;2;n;2;wskazówka, porada;;
tiring;2;adj;2;mêcz¹cy;;
to abuse;1;v;3;nadu¿ywaæ;;
to accompany;2;v;3;towarzyszyæ;;
to achieve;1;v;2;osi¹gn¹æ;;
to allow;1;v;2;pozwoliæ;;
to analyse;1;v;1;analizowaæ;;
to announce;2;v;2;og³osiæ;;
to annoy;1;v;2;zdenerwowaæ;;
to appear;1;v;2;pojawiæ siê;;
to apply;1;v;2;odnosiæ siê;stosowaæ;
to associate;1;v;3;kojarzyæ;;
to attempt;2;v;2;usi³owaæ;;
to attract;2;v;2;przyci¹gaæ;;
to avoid;2;v;2;unikaæ;;
to be hooked;2;v;3;po³kn¹æ haczyk;;
to behave;1;v;2;zachowywaæ siê;;
to believe;1;v;2;wierzyæ;;
to border;2;v;2;graniczyæ ;;
to broaden;2;v;2;poszerzyæ;;
to cancel;2;v;2;odwo³aæ coœ;;
to carry on;2;v;2;kontynuowaæ;;
to carry out;1;v;3;przeprowadziæ;;
to cause;1;v;2;spowodowaæ;;
to choose;1;v;2;wybieraæ;;
to climb;2;v;2;wspinaæ siê;;
to compare;1;v;2;porównaæ;;
to consider;1;v;2;rozwa¿aæ;;
to consist of;1;v;3;sk³adaæ siê z;;
to convince;1;v;2;przekonaæ;;
to cover;2;v;2;pokryæ;;
to criticise;1;v;2;krytykowaæ;;
to damage;1;v;2;uszkodziæ;;
to decrease;1;v;2;zmniejszyæ;;
to describe;2;v;2;opisaæ;;
to design;1;v;2;projektowaæ;;
to destroy;1;v;2;zniszczyæ;;
to devise;1;v;3;wymyœliæ;;
to dictate;2;v;1;dyktowaæ;;
to discover;2;v;2;odkryæ;;
to discuss;1;v;1;dyskutowaæ;;
to distract;1;v;3;rozpraszaæ;;
to earn;1;v;2;zarabiaæ;;
to emigrate;1;v;1;emigrowaæ;;
to employ;1;v;2;zatrudniæ;;
to encourage;1;v;3;zachêcaæ;;
to enjoy;1;v;1;cieszyæ siê z czegoœ;;
to equal;1;v;2;równaæ siê;;
to explore;2;v;3;zwiedzaæ;badaæ;
to fall in love;2;v;2;zakochaæ siê;;
to fall over;2;v;3;przewróciæ siê;;
to fascinate;2;v;1;fascynowaæ;;
to feed;2;v;2;karmiæ;;
to find out;2;v;3;dowiedzieæ siê;;
to fire sb;2;v;2;zwolniæ kogoœ z pracy;;
to focus on;2;v;2;skupiaæ siê na czymœ;;
to get back;2;v;2;wróciæ;;
to get on with sb;2;v;3;dobrze siê dogadywaæ;dogadywaæ siê z kimœ;
to give up;1;v;3;zaniechaæ, porzuciæ;;
to graduate;1;v;2;ukoñczyæ (szko³ê);;
to greet;1;v;2;przywitaæ;;
to highlight;1;v;3;wyró¿niæ (markerem);;
to imagine;1;v;2;wyobraziæ sobie;;
to increase;1;v;2;zwiêkszyæ;;
to inhabit;2;v;3;zamieszkiwaæ;zasiedlaæ;
to inspire;1;v;1;inspirowaæ;;
to interfere;1;v;2;wtr¹caæ siê, zak³ócaæ;;
to introduce;1;v;2;przedstawiæ (kogoœ);;
to invent;1;v;2;wynaleŸæ;;
to involve;1;v;3;wi¹zaæ siê z, dotyczyæ;;
to judge;1;v;3;s¹dziæ;;
to justify;2;v;3;uzasadniæ;;
to lack;1;v;2;brakowaæ;;
to lift off;2;v;3;wystartowaæ (o rakiecie);;
to look after;2;v;3;opiekowaæ siê;;
to lose temper;1;v;2;straciæ panowanie nad sob¹;;
to matter;1;v;2;mieæ znaczenie;;
to measure;1;v;2;mierzyæ;;
to mention;1;v;2;wymieniæ, wspomnieæ;;
to misunderstand;1;v;3;Ÿle zrozumieæ;;
to misuse;1;v;2;niew³aœciwie u¿ywaæ;;
to obtain;2;v;2;uzyskaæ;;
to offer;1;v;1;oferowaæ;;
to organise;2;v;1;organizowaæ;;
to outperform;1;v;3;przewy¿szyæ w dzia³aniu;;
to overrate;1;v;3;przeceniaæ;;
to overtake;1;v;3;wyprzedzaæ (samochodem);;
to parachute;2;v;3;skakaæ ze spadochronem;;
to pass;2;v;1;zdaæ;;
to pass out;1;v;3;zemdleæ;;
to point out;1;v;3;zauwa¿yæ;;
to portray;1;v;3;ukazywaæ;zagraæ kogoœ;
to possess;1;v;2;posiadaæ;;
to praise;2;v;2;chwaliæ kogoœ;;
to prepare;1;v;2;przygotowaæ;;
to prove;2;v;2;udowodniæ;;
to reach;2;v;2;osi¹gn¹æ, dotrzeæ;;
to realise;2;v;2;uœwiadomiæ sobie;;
to recognise;1;v;2;rozpoznaæ;;
to redefine;1;v;2;przedefiniowaæ;;
to regard;1;v;3;uwa¿aæ za;;
to regret;1;v;2;¿a³owaæ;;
to require;2;v;2;wymagaæ;;
to respect;2;v;2;szanowaæ;;
to satisfy;2;v;3;zaspokajaæ;;
to set out;2;v;3;wyruszyæ;;
to shape;1;v;2;kszta³towaæ;;
to share;1;v;2;dzieliæ siê czymœ;;
to shelter;2;v;3;schroniæ siê;;
to shoot;2;v;2;strzelaæ;;
to solve;1;v;2;rozwi¹zaæ;;
to spoon-feed;1;v;3;karmiæ ³y¿k¹;;
to stop off;2;v;3;zatrzymaæ siê po drodze;przerwaæ podró¿;
to stretch;2;v;3;rozci¹gaæ (siê);;
to succeed;1;v;2;odnieœæ sukces;;
to suit;1;v;2;odpowiadaæ (komuœ);;
to sum up;1;v;1;podsumowaæ;;
to summarise;2;v;2;podsumowaæ;;
to support;1;v;2;wspieraæ;;
to surround;1;v;2;otaczaæ;;
to survive;2;v;2;ocaleæ;prze¿yæ;
to take off;2;v;2;startowaæ (o samolocie);;
to take up;2;v;3;zaj¹æ siê czymœ;;
to trust;1;v;2;ufaæ;;
to underline;1;v;2;podkreœliæ;;
to upset;1;v;2;wzburzyæ;;
to value;1;v;3;ceniæ;;
to worry;1;v;2;martwiæ siê;;
tobacco;2;n;3;tytoñ;;
toe;1;n;1;palec stopy;;
trap;2;n;2;pu³apka;;
treasure;2;n;2;skarb;;
trouble;2;n;2;k³opot;;
twin;1;n;2;bliŸniak;;
tycoon;1;n;3;potentat;;
undoubtedly;1;adv;3;niew¹tpliwie;;
unfortunately;1;adv;3;niestety;;
unique;1;adj;2;unikalny;;
urge;2;n;3;pragnienie, chêæ;;
useful;1;adj;2;przydatny;;
vacancy;2;n;3;wakat;;
varied;2;adj;3;zró¿nicowany;;
vast;2;adj;3;rozleg³y;;
vegetarian;1;adj;2;wegetariañski;;
verb;1;n;2;czasownik;;
view;1;n;2;pogl¹d;;
vision;1;n;1;wizja;;
vital;1;adj;2;istotny;;
voice;1;n;1;g³os;;
walking stick;2;n;3;laska;;
warm-hearted;1;adj;2;serdeczny;;
whale;2;n;1;wieloryb;;
wheelchair;1;n;3;wózek inwalidzki;;
wisdom;1;n;2;m¹droœæ;;
writer;2;n;1;pisarz;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
