WORD;UNIT;CAT;DIF;TRANS1;TRANS2;TRANS3
label;4;n;2;etykieta;;
majority;4;n;2;wiêkszoœæ;;
man-made;4;adj;2;sztuczny;;
modern;4;adj;1;nowoczesny;;
moisture;4;n;3;wilgoæ;;
non-durables;4;n;3;produkty nietrwa³e;;
oxygen;4;n;2;tlen;;
permeability;4;n;3;przenikalnoœæ;;
pie chart;4;n;3;wykres ko³owy;;
property;4;n;2;w³aœciwoœæ;cecha;nieruchomoœæ
raw materials;4;n;3;surowce;;
resin;4;n;3;¿ywica;;
resistant;4;adj;2;odporny;;
sale;4;n;1;sprzeda¿;;
sound;4;n;1;dŸwiêk;;
starch;4;n;3;skrobia;wêglowodany;
suitable;4;adj;2;odpowiedni;w³aœciwy;
thermoplastic;4;adj;3;termoplastyczny;;
thermoset;4;adj;3;termoutwardzalny;;
to achieve;4;v;2;osi¹gn¹æ;uzyskaæ;
to allow;4;v;1;pozwoliæ;;
to break down;4;v;2;rozk³adaæ (siê);zepsuæ (siê);
to disappear;4;v;1;znikaæ;;
to dispose;4;v;3;wyrzuciæ;pozbyæsiê;
to encourage;4;v;3;zachêcaæ;;
to improve;4;v;2;ulepszyæ;udoskonaliæ;
to mould;4;v;3;formowaæ;kszta³towaæ;
to pronounce;4;v;2;wymawiaæ;;
to take off;4;v;3;powieœæ siê;odnieœæ sukces;wystartowaæ (o samolocie)
to treat;4;v;2;leczyæ;traktowaæ;
to wrap;4;v;2;opakowaæ;owin¹æ;
tough;4;adj;2;twardy;;
unsaturated;4;adj;3;nienasycony;niewysycony;
versatile;4;adj;3;wszechstronny;uniwersalny;
vowel;4;n;3;samog³oska;;
wheat;4;n;2;pszenica;;
widely-used;4;adj;1;szeroko stosowany;;
advantage;5;n;1;zaleta;;
alternative;5;adj;2;alternatywny;;
anemometer;5;n;3;wiatromierz;anemometr;
approximate;5;adj;2;przybli¿ony;;
bearing;5;n;3;³o¿ysko;;
blade;5;n;3;³opata wirnika;ostrze;
brake;5;n;2;hamulec;;
casing;5;n;3;obudowa;;
chain wheel;5;n;2;ko³o ³añcuchowe;;
cogeneration plant;5;n;3;zak³ad kogeneracji;;
community;5;n;2;spo³ecznoœæ;wspólnota;
condition;5; n;1;warunek;stan;
converter;5;n;3;przetwornik;konwerter;
diameter;5;n;2;œrednica;;
drive;5;n;2;napêd;;
earthquake;5;n;2;trzêsienie ziemi;;
fossil fuel;5;n;3;paliwo kopalne;;
gear transmission;5;n;3;przeniesienie napêdu przek³adni¹;;
gearbox;5;n;3;przek³adnia zêbata;skrzynia biegów;
grid;5;n;3;sieæ;;
grinder;5;n;3;szlifierka;m³ynek;kruszarka
guard;5;n;3;os³ona;;
hard hat;5;n;3;kask;;
heat pump;5;n;2;pompa ciep³a;;
high-speed;5;adj;3;szybkobie¿ny;szybkoobrotowy;
housing;5;n;3;obudowa;;
hub;5;n;3;piasta;;
hydraulic;5;adj;1;hydrauliczny;;
important;5;adj;1;wa¿ny;;
induction;5;n;2;indukcja;;
inference;5;n;3;wnioskowanie;dedukcja;
journalist;5;n;1;dziennikarz;;
length;5;n;1;d³ugoœæ;;
low-speed;5;adj;3;wolnobie¿ny;wolnoobrotowy;
municipal;5;adj;2;miejski;;
nacelle;5;n;3;gondola silnika;obudowa silnika samolotu;
offshore;5;adj;3;na otwartym morzu;z dala od brzegu;zamorski
oil rig;5;n;3;platforma wiertnicza;;
organic waste;5;n;3;odpady organiczne;;
output;5;n;3;moc wyjœciowa;produkcja;
PhD;5;n;3;stopieñ doktora;doktorat;
photovoltaic tile;5;n;3;ogniwo fotowoltaiczne;;
pitch;5;n;3;skok (œmig³a);pochylenie (samolotu);
power;5;n;1;moc;;
previous;5;adj;2;poprzedni;;
rear;5;adj;2;tylny;wsteczny;
reason;5;n;2;powód;;
renewable;5;adj;2;odnawialny;;
respectively;5;adv;2;odpowiednio;;
revenue;5;n;3;dochód;;
rotor;5;n;3;wirnik;rotor;
rpm;5;n;3;obroty na minutê;;
self-sufficient;5;adj;2;samowystarczalny;;
sewage;5;n;3;œcieki;nieczystoœci;
sewage works;5;n;3;oczyszczalnia œcieków;;
shaft;5;n;3;wa³, wa³ek;szyb;
snake;5;n;1;w¹¿ (zwierzê);;
source;5;n;2;Ÿród³o;;
speed;5;n;1;prêdkoœæ;;
static friction;5;n;3;tarcie spoczynkowe;tarcie statyczne;
storm;5;n;1;burza;;
surface;5;n;2;powierzchnia;;
suspect;5;n;3;podejrzany;;
thermal store;5;n;3;zbiornik energii cieplnej;;
to collapse;5;v;2;zawaliæ siê;;
to damage;5;v;2;uszkodziæ;;
to decrease;5;v;2;zmniejszyæ;;
to describe;5;v;1;opisaæ;;
to discover;5;v;1;odkryæ;;
to hurt;5;v;1;zraniæ;;
to infer;5;v;3;wywnioskowaæ;wydedukowaæ;
to mount;5;v;3;zamocowaæ;ustawiæ na podwy¿szeniu;
to overcome;5;v;2;przezwyciê¿yæ;pokonaæ;
to reject;5;v;2;odrzucaæ;;
to relay;5;v;3;przekazywaæ (sygna³, moc);;
to rotate;5;v;2;obracaæ siê;krêciæ siê;
to save;5;v;1;ocaliæ;oszczêdzaæ;
to simplify;5;v;2;uproœciæ;;
to split;5;v;3;rozszczepiæ;rozdzieliæ;
trigeneration plant;5;n;3;zak³ad trójgeneracji;;
tubular;5;adj;3;rurowy;cylindryczny;
vane;5;n;3;wiatrowskaz;;
viable;5;adj;3;wykonalny;realny;
wave;5;n;2;fala;;
while;5;o;2;podczas;w trakcie;chwila
yaw;5;n;3;odchylenie kierunkowe;;
acoustic liner;6;n;3;wyg³uszenie;izolacja akustyczna;
actually;6;adv;3;w³aœciwie;w istocie;
aerodrome controller;6;n;2;kontroler lotniska;;
aerofoil;6;n;3;p³at;;
aeronautics;6;n;2;lotnictwo;aeronautyka;
aileron;6;n;3;lotka;;
airframe;6;n;3;p³atowiec;;
airspace;6;n;2;przestrzeñ powietrzna;;
air-traffic control;6;n;2;kontrola lotu;;
altitude;6;n;2;wysokoœæ lotu;;
altitude hold;6;n;2;utrzymywanie wysokoœci;;
angle;6;n;2;k¹t;;
approach controller;6;n;2;kontroler zbli¿ania;;
area controller;6;n;2;kontroler obszaru;;
blended wing design;6;n;3;uk³ad zespolonego skrzyd³a;;
cockpit;6;n;1;kabina pilota;;
combustor;6;n;3;zespó³ komory spalania;;
compressor;6;n;2;sprê¿arka;;
craft;6;n;3;statek powietrzny;;
dew point;6;n;3;punkt rosy;;
distress call;6;n;2;wezwanie pomocy;;
drag;6;n;3;opór czo³owy;opór aerodynamiczny;
elevator;6;n;3;ster wysokoœci;ster poziomy;
empty weight;6;n;3;masa w³asna samolotu;;
engine intake;6;n;2;wlot powietrza;;
exact;6;adj;2;dok³adny;;
fairing;6;n;3;owiewka;;
fan;6;n;2;wentylator;;
flap;6;n;3;klapa;;
fly-by-wire;6;n;3;elektroniczny system pilotowania ;;
frame;6;n;2;rama;;
freighter;6;n;2;samolot transportowy;;
fuel capacity;6;n;3;pojemnoœæ zbiorników paliwa;masa paliwa;
gas-turbine;6;adj;2;turbospalinowy;;
glider;6;n;2;szybowiec;;
grasslands;6;n;3;u¿ytki zielone;;
height;6;n;1;wysokoœæ;;
hill/ridge lift;6;n;3;noszenie zboczowe;;
holding area;6;n;3;strefa oczekiwania;;
horizontal;6;adj;2;poziomy;;
instrument panel;6;n;2;tablica przyrz¹dów;;
jet engine;6;n;2;silnik odrzutowy;;
knot;6;n;2;wêze³;;
landing gear;6;n;3;podwozie samolotu;;
level;6;n;1;poziom;;
lift;6;n;3;si³a noœna;noszenie;
memory;6;n;1;pamiêæ;;
misunderstanding;6;n;2;nieporozumienie;;
narrow;6;adj;1;w¹ski;;
nautical mile;6;n;2;mila morska;;
noise;6;n;1;ha³as;;
non-powered;6;adj;2;bezsilnikowy;;
nozzle;6;n;3;dysza;;
order;6;n;2;kolejnoœæ;;
parking stand;6;n;3;stojanka;stanowisko postojowe;
people capacity;6;n;3;liczba miejsc w samolocie;;
possible;6;adj;1;mo¿liwy;;
pressure;6;n;2;ciœnienie;;
range;6;n;2;zasiêg;;
relevant;6;adj;2;odnoœny, istotny, dotycz¹cy;;
rotary-wing craft;6;n;3;wirop³at;;
rudder;6;n;3;ster kierunku;;
runway;6;n;3;droga startowa;pas startowy;
sideways;6;adv;2;na boki;;
spatial;6;adj;2;przestrzenny;;
spoiler;6;n;2;os³ona;spoiler;
stabilizer;6;n;2;statecznik;stabilizator;
state-of-the-art;6;adj;3;supernowoczesny;;
swamp;6;n;2;bagno;;
tail;6;n;2;ogon;;
tail boom;6;n;3;belka ogonowa;;
takeoff;6;n;2;start samolotu;;
thermal;6;n;3;pr¹d termiczny;;
thrust;6;n;3;si³a ci¹gu;ci¹g;
to approach;6;v;2;podchodziæ;zbli¿aæ siê;
to arrive;6;v;1;przybywaæ;;
to blow;6;v;2;wiaæ;dmuchaæ;
to depart;6;v;2;odlatywaæ;odje¿d¿aæ;
to descend;6;v;2;zni¿aæ lot;opadaæ;
to embed;6;v;3;wtopiæ;wbudowaæ;
to gain;6;v;2;zyskaæ;;
to handle;6;v;2;zajmowaæ siê;;
to house;6;v;2;mieœciæ w sobie;;
to issue;6;v;2;wydawaæ;;
to launch;6;n;2;wystartowaæ;odpaliæ;
to pass;6;v;2;przekazaæ;;
to pass over/by;6;v;2;przechodziæ ponad/obok;;
to pitch;6;v;3;pochyliæ samolot;;
to prevent;6;v;2;zapobiegaæ;;
to respond;6;v;2;reagowaæ;;
to roll;6;v;3;przechyliæ samolot;;
to shield;6;v;2;chroniæ;;
to spin ;6;v;2;wirowaæ;obracaæ siê;
to support;6;v;2;podtrzymywaæ;;
to suspend;6;v;2;zawiesiæ;;
to take over;6;v;3;przejmowaæ;;
to taxi;6;v;3;ko³owaæ;;
to tip;6;v;2;przechyliæ œmig³owiec;przewa¿yæ ;
to track;6;v;2;œledziæ;;
trailing edge;6;n;3;krawêdŸ sp³ywu;;
trailing edge brushes;6;n;3;szczotki na krawêdzi sp³ywu;;
turbulent;6;adj;2;turbulentny;niespokojny;
upwards;6;adv;2;do góry;;
variability;6;n;3;zmiennoœæ;;
variable exhaust nozzle;6;n;3;zmienna dysza wylotowa;;
visual control tower;6;n;2;wie¿a kontroli lotów;;
weight;6;n;1;ciê¿ar;waga;
wing area;6;n;2;powierzchnia skrzyd³a;;
wingspan;6;n;2;rozpiêtoœæ skrzyde³;;
work station;6;n;2;stanowisko operacyjne;;
acceptable;7;adj;2;dopuszczalny;;
adhesive;7;n;2;klej;przylepny;
air conditioning;7;n;2;klimatyzacja;;
airy;7;adj;1;przewiewny;;
CCTV;7;n;2;telewizja przemys³owa;;
cladding;7;n;3;pokrycie;okrycie;
condensation;7;n;1;kondensacja;skroplenie;
convertible;7;adj;2;zamienialny;;
counterfort;7;n;3;przypora;;
current;7;n;2;pr¹d;;
deterioration;7;n;3;pogorszenie;;
disabled;7;adj;2;niepe³nosprawny;;
disaster-proof;7;adj;2;odporny na kataklizmy;odporny na klêski ¿ywio³owe;
dishwasher;7;n;1;zmywarka;;
draught;7;n;3;przeci¹g;;
durable;7;adj;2;trwa³y;wytrzyma³y;
flood;7;n;1;powódŸ;;
foundations;7;n;2;fundamenty;;
freezer;7;n;1;zamra¿arka;;
fridge;7;n;1;lodówka;;
hob;7;n;3;p³yta grzejna (kuchenki);;
insurance premium;7;n;3;dop³ata do polisy;;
interior wall;7;n;2;œciana wewnêtrzna;;
labour-saving;7;adj;2;pracooszczêdny;usprawniaj¹cy pracê;
largely;7;adv;1;znacznie;;
lifespan;7;n;2;czas u¿ytkowania;;
obligation;7;n;2;obowi¹zek;;
opaque;7;adj;3;nieprzejrzysty;mêtny;
outermost;7;adj;2;zewnêtrzny;;
owner;7;n;1;w³aœciciel;;
partition;7;n;3;œciana dzia³owa;przepierzenie;
permanent;7;adj;2;sta³y;;
pillar;7;n;2;kolumna;;
predictable;7;adj;2;przewidywalny;;
prediction;7;n;2;przewidywanie;prognoza;
pre-stressed concrete;7;n;3;strunobeton;;
proper;7;adj;2;w³aœciwy;;
recipe;7;n;2;przepis kulinarny;;
scarce;7;adj;2;rzadki;;
shutter;7;n;3;bariera;migawka;
sink;7;n;1;zlew;;
slab of concrete;7;n;3;p³yta betonu;;
slope;7;n;2;skarpa;stok;pochy³oœæ
steep;7;adj;2;stromy;;
strict;7;adj;2;surowy;;
supply;7;n;2;dostawa;;
tanking membrane;7;n;3;izolacja przeciwwodna;;
temporary;7;adj;2;tymczasowy;;
timber;7;n;3;drewno;tarcica;
to affect;7;v;2;wp³ywaæ;;
to bear;7;v;2;znieœæ;wytrzymaæ;
to comprise;7;v;2;zawieraæ;obejmowaæ;
to dust;7;v;1;odkurzaæ;;
to earth;7;v;3;uziemiæ;;
to float;7;v;2;unosiæ siê na wodzie;;
to fold up;7;v;2;sk³adaæsiê;;
to insulate;7;v;3;izolowaæ;;
to overheat;7;v;2;przegrzaæ (siê);;
to permit;7;v;2;zezwoliæ;;
to remind;7;v;2;przypominaæ;;
to require;7;v;2;wymagaæ;;
to threaten;7;v;2;groziæ;;
to withstand;7;v;3;wytrzymaæ;oprzeæ siê (czemuœ);
track;7;n;2;œcie¿ka;bie¿nia;
visible;7;adj;2;widoczny;;
well-insulated;7;adj;2;dobrze izolowany;;
assembly;8;n;2;monta¿;;
combustion engine;8;n;3;silnik spalinowy;;
congestion;8;n;3;zator;zat³oczenie;
container ship;8;n;1;kontenerowiec;;
en-route;8;adv;2;po drodze;;
fit;8;adj;1;wysportowany;sprawny fizycznie;
flat-bottomed;8;adj;2;p³askodenny;;
groove;8;n;2;bruzda;rowek;
hoistable;8;adj;3;podnoszony;;
hovercraft;8;n;3;poduszkowiec;;
hydrofoil;8;n;3;wodolot;;
internal;8;adj;2;wewnêtrzny;;
jig;8;n;3;³o¿e monta¿owe;;
licence;8;n;1;licencja;;
luxurious;8;adj;2;luksusowy;;
motorway;8;n;1;autostrada;;
navigation officer;8;n;1;oficer nawigacyjny;;
ocean-going;8;adj;2;oceaniczny;transoceaniczny;
overview;8;n;2;przegl¹d;;
powerboat;8;n;2;³ódŸ motorowa;;
quay;8;n;3;nabrze¿e;keja;
ramp;8;n;1;rampa;;
rapid;8;adj;2;nag³y;;
river craft;8;n;2;statek rzeczny;;
roll-on/roll-off;8;n;3;rorowiec;statek typu RO-RO;
seabed;8;n;2;dno morza;;
stern;8;n;3;rufa;;
surface-effect ship;8;n;3;dwukad³ubowy poduszkowiec;;
to become;8;v;1;zostaæ, staæ siê ;;
to berth;8;v;3;cumowaæ;;
to persuade;8;v;1;przekonaæ kogoœ;namówiæ kogoœ;
to straighten;8;v;2;wyprostowaæ;;
to tilt;8;v;2;odchyliæ;przechyliæ;
to widen;8;v;2;poszerzyæ;;
undertaking;8;n;2;przedsiêwziêcie;;
unmanned;8;adj;2;bezza³ogowy;;
variety;8;n;2;ró¿norodnoœæ;;
vessel;8;n;2;okrêt;statek;
water-tight;8;adj;1;wodoszczelny;;
assistant driller;9;n;2;wiertacz pomocniczy;;
bit;9;n;2;œwider;wiert³o;
borehole;9;n;3;otwór wiertniczy;;
constituent;9;n;2;sk³adnik;;
conventional;9;adj;1;konwencjonalny;;
crown block;9;n;3;wielokr¹¿ek górny sta³y;;
crude oil;9;n;2;ropa naftowa nieprzetworzona;;
disposal;9;n;3;usuwanie, likwidacja;;
draw works;9;n;3;wyci¹g wiertniczy;;
drill string;9;n;3;przewód wiertniczy;;
drilling superintendent;9;n;2;inspektor nadzoru wiertniczego;;
fraction;9;n;1;frakcja;u³amek;
gravity platform;9;n;2;platforma stacjonarna;platforma grawitacyjna;
hollow;9;adj;2;pusty, wydr¹¿ony;;
hydrocarbon;9;n;2;weglowodór;;
jack-up rig;9;n;3;platforma samopodnoœna;;
